0,"NAF1",old,"NAF2",new,Précisions sur la nature du lien,Commentaires  ,"Date 
modification","NAF 2
N liens","NAF 1
N liens",NAF 2 rang lien,NAF 1 rang lien
1045,64.2Dp,Transmission d'émissions de radio et de télévision,61.20Zp,Télécommunications sans fil ,"CC : transmission d'émissions de radio et de télévision par voie hertzienne
",nouveau,3/7/08,1,1,2,2
1048,64.2Dp,Transmission d'émissions de radio et de télévision,61.30Zp,Télécommunications par satellite,"CC : transmission d'émissions de radio et de télévision par satellite
",,,1,1,2,3
1066,65.1A,Banque centrale,64.11Z,Activités de banque centrale,,,,0,0,1,1
1067,65.1C,Banques,64.19Zp,Autres intermédiations monétaires,,,,1,0,1,1
1068,65.1D,Banques mutualistes,64.19Zp,Autres intermédiations monétaires,,,,1,0,2,1
1069,65.1E,Caisses d'épargne,64.19Zp,Autres intermédiations monétaires,,,,1,0,3,1
1070,65.1F,Intermédiations monétaires n.c.a. ,64.19Zp,Autres intermédiations monétaires,,,,1,0,4,1
1074,65.2A,Crédit bail,64.91Z,Crédit-bail ,,,,0,0,1,1
1075,65.2Cp,Distribution de crédit,64.92Z,Autre distribution de crédit,"CC : tout sauf NC
NC : services d'affacturage",,,0,1,1,1
1076,65.2Cp,Distribution de crédit,64.99Zp,"Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.",CA : services d'affacturage,,,1,1,1,2
1071,65.2Ep,Organismes de placement en valeurs mobilières,64.20Zp,Activités des sociétés holding,"CC : activités des holdings financiers ( CPA 02 : 65.23.10p)
",,,1,1,1,1
1073,65.2Ep,Organismes de placement en valeurs mobilières,64.30Z,Fonds de placement et entités financières similaires,"CC : tout sauf NC
NC : activités des holdings financiers ( CPA 02 : 65.23.10p)",,,0,1,1,2
1077,65.2F,Intermédiations financières diverses,64.99Zp,"Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.",,,,1,0,2,1
1078,66.0Ap,Assurance-vie et capitalisation,65.11Z,Assurance vie,"CC : tout sauf NC
NC : réassurance sur assurance vie et capitalisation (CPA 02 : 66.01.12)",,,0,1,1,1
1081,66.0Ap,Assurance-vie et capitalisation,65.20Zp,Réassurance,CC :  réassurance en matière d'assurance vie et capitalisation (CPA 02 : 66.01.12),,,1,1,1,2
1082,66.0Cp,Caisses de retraite,65.20Zp,Réassurance,CC : réassurance en matière de financement des pensions (CPA 02 : 66.02.12),,,1,1,2,1
1084,66.0Cp,Caisses de retraite,65.30Z,Caisses de retraite,"CC : tout sauf NC
NC : réassurance en matière de financement des pensions (CPA 02 : 66.02.12)",,,0,1,1,2
1079,66.0E,Assurance dommages,65.12Zp,Autres assurances,,,,1,0,1,1
1083,66.0F,Réassurance,65.20Zp,Réassurance,CC :  réassurance en matière d'assurances non-vie (CPA 02 : 66.03.90),,,1,0,3,1
1080,66.0G,Assurance relevant du code de la mutualité,65.12Zp,Autres assurances,,,,1,0,2,1
1085,67.1A,Administration de marchés financiers,66.11Z,Administration de marchés financiers,,,,0,0,1,1
1086,67.1Cp,Gestion de portefeuilles,66.12Zp,Courtage de valeurs mobilières et de marchandises,CC : intervention pour compte de tiers sur les marchés financiers,,,1,1,1,1
1093,67.1Cp,Gestion de portefeuilles,66.30Z,Gestion de fonds,"CC : gestion pour compte de tiers de patrimoines financiers, gestion de fonds de pensions",,,0,1,1,2
1087,67.1Ep,Autres auxiliaires financiers,66.12Zp,Courtage de valeurs mobilières et de marchandises,CA : activité des bureaux de change (CPA 02 : 67.13.10p),,,1,1,2,1
1089,67.1Ep,Autres auxiliaires financiers,66.19B,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.","CC:  tout sauf NC
NC :   activité des bureaux de change (CPA 02 : 67.13.10p)",,,0,1,1,2
1090,67.2Zp,Auxiliaires d'assurance,66.21Z,Évaluation des risques et dommages,CC : activité des experts chargés d'évaluer les dommages et les risques,,,0,1,1,1
1091,67.2Zp,Auxiliaires d'assurance,66.22Z,Activités des agents et courtiers d'assurances,CC : activités des agents et courtiers d'assurances,,,0,1,1,2
1092,67.2Zp,Auxiliaires d'assurance,66.29Z,Autres activités auxiliaires d'assurance et de caisses de retraite,"CC : services actuariels, administration de fonds d'assurances et de pensions",,,0,1,1,3
736,70.1A,Promotion immobilière de logements,41.10A,Promotion immobilière de logements,,,,0,0,1,1
737,70.1B,Promotion immobilière de bureaux,41.10B,Promotion immobilière de bureaux,,,,0,0,1,1
738,70.1Cp,Promotion immobilière d'infrastructures,41.10C,Promotion immobilière d'autres bâtiments,"CC : promotion immobilière d'autres bâtiments
NC : promotion immobilière d'infrastructures hors bâtiments",,,0,1,1,1
758,70.1Cp,Promotion immobilière d'infrastructures,42.99Zp,Construction d'autres ouvrages de génie civil n.c.a.,CA : promotion immobilière de lotissements fonciers viabilisés ,,,1,1,3,2
739,70.1D,Supports juridiques de programmes,41.10D,Supports juridiques de programmes,,,,0,0,1,1
1094,70.1F,Marchands de biens immobiliers,68.10Z,Activités des marchands de biens immobiliers,,,,0,0,1,1
1095,70.2A,Location de logements,68.20A,Location de logements,,,,0,0,1,1
1096,70.2B,Location de terrains,68.20Bp,Location de terrains et d'autres biens immobiliers,,,,1,0,1,1
1097,70.2C,Location d'autres biens immobiliers,68.20Bp,Location de terrains et d'autres biens immobiliers,,,,1,0,2,1
1098,70.3A,Agences immobilières,68.31Z,Agences immobilières,,,,0,0,1,1
1099,70.3Cp,Administration d'immeubles résidentiels,68.32Ap,Administration d'immeubles et autres biens immobiliers,"CC : administration d'immeubles résidentiels (CPA 02 : 70.32.11)
NC : - administration d'autres biens immobiliers (CPA 02 : 70.32.12)
- services d'administration d'installations et de conciergerie (CPA 02 : 70.32.13, CPA 08 : 81.10.10)",,,1,1,1,1
1165,70.3Cp,Administration d'immeubles résidentiels,81.10Zp,Activités combinées de soutien lié aux bâtiments ,"CC : - services d'administration d'installations et de conciergerie (CPA 02 : 70.32.13, CPA 08 : 81.10.10)
- services de gestion d'installations (fonctions multiples) : nettoyage, entretien courant, élimination des ordures, sécurité, courrier, accueil, blanchisserie, etc. (CPA 02 :  ??) ",,,1,1,1,2
1100,70.3Dp,Administration d'autres biens immobiliers,68.32Ap,Administration d'immeubles et autres biens immobiliers,"CC : administration d'autres biens immobiliers (CPA : 70.32.12)
NC : - administration d'immeubles résidentiels (CPA 02 : 70.32.11)
- services d'administration d'installations et de conciergerie (CPA 02 : 70.32.13, CPA 08 : 81.10.10)",,,1,1,2,1
1166,70.3Dp,Administration d'autres biens immobiliers,81.10Zp,Activités combinées de soutien lié aux bâtiments ,"CC : - services d'administration d'installations et de conciergerie (CPA 02 : 70.32.13, CPA 08 : 81.10.10)
- services de gestion d'installations (fonctions multiples) : nettoyage, entretien courant, élimination des ordures, sécurité, courrier, accueil, blanchisserie, etc. (CPA 02 :  ??) ",,,1,1,2,2
1088,70.3Ep,Supports juridiques de gestion de patrimoine ,66.19A,Supports juridiques de gestion de patrimoine mobilier,CC : supports juridiques de gestion de patrimoine mobilier,,,0,1,1,1
1101,70.3Ep,Supports juridiques de gestion de patrimoine,68.32B,Supports juridiques de gestion de patrimoine immobilier,"CC : tout sauf NC
NC : supports juridiques de gestion de patrimoine mobilier",,,0,1,1,2
1135,71.1A,Location de courte durée de véhicules automobiles,77.11A,Location de courte durée de voitures et de véhicules automobiles légers,,,,0,0,1,1
1136,71.1B,Location de longue durée de véhicules automobiles,77.11B,Location de longue durée de voitures et de véhicules automobiles légers,,,,0,0,1,1
1137,71.2Ap,Location d'autres matériels de transport terrestre,77.12Z,Location et location-bail de camions,"CC : location d'autres matériels de transport terrestre (CPA 02 : 71.21.11, 71.21.15)
NC : location de containers (CPA 02 : 71.21.13)",,,0,1,1,1
1147,71.2Ap,Location d'autres matériels de transport terrestre,77.39Zp,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a. ","CC : - location d'autres matériels de transport terrestre : 
- location de wagons (CPA 02 : 71.21.12)
- location de containers (CPA 02 : 71.21.13)
- location de motocycles, caravanes et autocaravanes (CPA 02 : 71.21.14)",,,1,1,1,2
1145,71.2C,Location de matériels de transport par eau,77.34Z,Location et location-bail de matériels de transport par eau,,,,0,0,1,1
1146,71.2E,Location d'appareils de transport aérien,77.35Z,Location et location-bail de matériels de transport aérien,,,,0,0,1,1
1142,71.3A,Location de matériel agricole,77.31Z,Location et location-bail de machines et équipements agricoles,,,,0,0,1,1
1143,71.3C,Location de machines et équipements pour la construction,77.32Z,Location et location-bail de machines et équipements pour la construction,,,,0,0,1,1
1144,71.3E,Location de machines de bureau et de matériel informatique,77.33Z,Location et location-bail de machines de bureau et de matériel informatique,,,,0,0,1,1
1148,71.3G,Location de machines et équipements divers,77.39Zp,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a. ",,,,1,0,2,1
1140,71.4Ap,Location de linge,77.29Zp,Location et location-bail d'autres biens personnels et domestiques,"CC:  tout sauf NC
NC :  location de linge et de vêtements de travail assortie de leur nettoyage (CPA 02 : 71.40.16p)",NC ajouté,3/7/08,1,1,1,1
1313,71.4Ap,Location de linge,96.01Ap,Blanchisserie-teinturerie de gros,CA : location de linge et de vêtements de travail assortie de leur nettoyage (CPA 02 : 71.40.16p),nouveau,3/7/08,1,1,1,2
1138,71.4Bp,Location d'autres biens personnels et domestiques,77.21Z,Location et location-bail d'articles de loisirs et de sport ,CC : location d'équipements récréatifs et de loisir (CPA 02 : 71.40.14),,,0,1,1,1
1139,71.4Bp,Location d'autres biens personnels et domestiques,77.22Z,Location de vidéocassettes et disques vidéo,"CC : location de vidéocassettes et DVD (CPA 02 : 71.40.12)
CA : location de diques, cassettes audio et CD préenregistrés (CPA 02 : 71.40.11p)",CA ajouté,3/7/08,0,1,1,2
1141,71.4Bp,Location d'autres biens personnels et domestiques,77.29Zp,Location et location-bail d'autres biens personnels et domestiques,"CC : location d'autres biens personnels et domestiques (CPA 02 : 71.40.11p, 71.40.13, 71.40.15, 71.40.16p)",CC modifié,3/7/08,1,1,2,3
1053,72.1Z,Conseil en systèmes informatiques,62.02Ap,Conseil en systèmes et logiciels informatiques,"CC : tout sauf NC
- conseils en développement logiciel (CPA 02 : 72.22.11)",,,1,0,1,1
1014,72.2Ap,Edition de logiciels (non personnalisés),58.21Zp,Édition de jeux électroniques,"CC : édition de jeux électroniques (CPA 02 : 72.21.12p)
NC : édition en ligne de jeux électroniques sans liaison avec d'autres formes de publication (CPA 02 : 72.40.11p)",,,1,1,1,1
1016,72.2Ap,Edition de logiciels (non personnalisés),58.29Ap,Édition de logiciels système et de réseau,"CC : édition de  logiciels système et de réseau (CPA 02 : 72.21.11p)
NC : édition en ligne de logiciels système et de réseau sans liaison avec d'autres formes de publication (CPA 02 : 72.40.11p)",,,1,1,1,2
1018,72.2Ap,Edition de logiciels (non personnalisés),58.29Bp,Edition de logiciels outils de développement et de langages,"CC : édition de  logiciels outils de développement et de langages (CPA 02 : 72.21.11p)
NC : édition en ligne de logiciels outils de développement et de langages sans liaison avec d'autres formes de publication (CPA 02 : 72.40.11p)",,,1,1,1,3
1020,72.2Ap,Edition de logiciels (non personnalisés),58.29Cp,Edition de logiciels applicatifs,"CC : édition de  logiciels applicatifs (CPA 02 : 72.21.12p)
NC : édition en ligne de logiciels applicatifs sans liaison avec d'autres formes de publication (CPA 02 : 72.40.11p)",,,1,1,1,4
1051,72.2Cp,Autres activités de réalisation de logiciels,62.01Zp,Programmation informatique,"CC : développement de logiciels personnalisés, travaux d'analyse-programmation (CPA 02 : 72.22.12, 72.22.13)
NC : développement  de banques de données, stockage de données  (CPA 02 : 72.40.13)
",,,1,1,1,1
1054,72.2Cp,Autres activités de réalisation de logiciels,62.02Ap,Conseil en systèmes et logiciels informatiques,CC : conseils en développement logiciel (CPA 02 : 72.22.11),,,1,1,2,2
1055,72.2Cp,Autres activités de réalisation de logiciels,62.02B,Tierce maintenance de systèmes et d’applications informatiques,CC : tierce maintenance de systèmes et d’applications informatiques (CPA 02 : 72.22.14),,,0,1,1,3
1058,72.2Cp,Autres activités de réalisation de logiciels,62.09Zp,Autres activités informatiques,CC : autres services informatiques spécialisés (CPA 02 : 72.22.15),,,1,1,2,4
1056,72.3Zp,Traitement de données,62.03Z,Gestion d'installations informatiques,CC : services de gestion d'installations informatiques du client (CPA 02 : 72.30.10),,,0,1,1,1
1061,72.3Zp,Traitement de données,63.11Zp,"Traitement de données, hébergement et activités connexes","CC :traitement de données sur site propre sauf NC
NC : - services de gestion d'installations informatiques (CPA 02 : 72.30.10)
-  transmission en ligne  de contenu audiovisuel en streaming sans liaison avec d'autres formes de publication (CPA 02 : 72.40.11p)",,,1,1,1,2
1004,72.4Zp,Activités de banques de données,58.11Zp,Édition de livres,CA : édition en ligne de livres sans liaison avec d'autres formes de publication (CPA 02 : 72.40.11p),,,1,1,2,1
1006,72.4Zp,Activités de banques de données,58.12Zp,Édition de répertoires et de fichiers d'adresses,CA : édition en ligne de répertoires et de fichiers d'adresses sans liaison avec d'autres formes de publication (CPA 02 : 72.40.11p),,,1,1,2,2
1008,72.4Zp,Activités de banques de données,58.13Zp,Édition de journaux,CA : édition en ligne de journaux sans liaison avec d'autres formes de publication (CPA 02 : 72.40.11p),,,1,1,2,3
1010,72.4Zp,Activités de banques de données,58.14Zp,Édition de revues et périodiques,CA : édition en ligne de revues et périodiques sans liaison avec d'autres formes de publication (CPA 02 : 72.40.11p),,,1,1,2,4
1013,72.4Zp,Activités de banques de données,58.19Zp,Autres activités d'édition,CA :  autres activités d'édition en ligne sans liaison avec d'autres formes de publication (CPA 02 : 72.40.11p),,,1,1,3,5
1015,72.4Zp,Activités de banques de données,58.21Zp,Édition de jeux électroniques,CA : édition en ligne de jeux électroniques sans liaison avec d'autres formes de publication (CPA 02 : 72.40.11p),,,1,1,2,6
1017,72.4Zp,Activités de banques de données,58.29Ap,Édition de logiciels système et de réseau,CA : édition en ligne de logiciels système et de réseau sans liaison avec d'autres formes de publication (CPA 02 : 72.40.11p),,,1,1,2,7
1019,72.4Zp,Activités de banques de données,58.29Bp,Edition de logiciels outils de développement et de langages,CA : édition en ligne de logiciels outils de développement et de langages sans liaison avec d'autres formes de publication (CPA 02 : 72.40.11p),,,1,1,2,8
1021,72.4Zp,Activités de banques de données,58.29Cp,Edition de logiciels applicatifs,CA : édition en ligne de logiciels applicatifs sans liaison avec d'autres formes de publication (CPA 02 : 72.40.11p),,,1,1,2,9
1032,72.4Zp,Activités de banques de données,59.20Zp,Enregistrement sonore et édition musicale ,CA :  édition en ligne d'enregistrements sonores sans liaison avec d'autres formes de publication (CPA 02 : 72.40.11p),,,1,1,2,10
1035,72.4Zp,Activités de banques de données,60.10Zp,Édition et diffusion de programmes radio,CA : radiodiffusion en ligne  (CPA 02 : 72.40.11p),,,1,1,1,11
1037,72.4Zp,Activités de banques de données,60.20Ap,Edition de chaînes généralistes,CA : télédiffusion en ligne  de chaînes généralistes (CPA 02 : 72.40.11p),,,1,1,1,12
1039,72.4Zp,Activités de banques de données,60.20Bp,Edition de chaînes thématiques,CA : télédiffusion en ligne  de chaînes thématiques (CPA 02 : 72.40.11p),,,1,1,1,13
1052,72.4Zp,Activités de banques de données,62.01Zp,Programmation informatique,"CA : développement  de banques de données, stockage de données  (CPA 02 : 72.40.13)",,,1,1,2,14
1062,72.4Zp,Activités de banques de données,63.11Zp,"Traitement de données, hébergement et activités connexes",CA : transmission en ligne  de contenu audiovisuel en streaming sans liaison avec d'autres formes de publication (CPA 02 : 72.40.11p),,,1,1,2,15
1063,72.4Zp,Activités de banques de données,63.12Z,Portails Internet,CC : portails Internet (CPA 02 : 72.40.12),,,0,1,1,16
605,72.5Zp,Entretien et réparation de machines de bureau et de matériel informatique,33.12Zp,Réparation de machines et équipements mécaniques,CA : réparation de machines de bureau y c. photocopieurs (CPA 02 :  72.50.11),,,1,1,34,1
1059,72.5Zp,Entretien et réparation de machines de bureau et de matériel informatiques ,62.09Zp,Autres activités informatiques,"CC : services d'installation de logiciels informatiques (CPA 02 : 72.50.12p)
NC :  entretien et réparation de machines de bureau et de matériel informatiques (CPA 02 : 72.50.12p)",,,1,1,3,2
1297,72.5Zp,Entretien et réparation de machines de bureau et de matériel informatique,95.11Z,Réparation d'ordinateurs et d'équipements périphériques,"CA : entretien et réparation de matériel informatiques, hors services d'installation de matériels et de logiciels informatiques (CPA 02 : 72.50.12p) ",,,0,1,1,3
1060,72.6Z,Autres activités rattachées à l'informatique,62.09Zp,Autres activités informatiques,,,,1,0,4,1
1114,73.1Zp,Recherche-développement en sciences physiques et naturelles,72.11Z,Recherche-développement en biotechnologie,CC : recherche-développement en biotechnologies (CPA 02 : 73.10.XXp),,,0,1,1,1
1115,73.1Zp,Recherche-développement en sciences physiques et naturelles,72.19Z,Recherche-développement en autres sciences physiques et naturelles,CC :  recherche-développement en sciences physiques et naturelles autres que biotechnologies,,,0,1,1,2
1116,73.1Zp,Recherche-développement en sciences physiques et naturelles,72.20Zp,Recherche-développement en sciences humaines et sociales,CA : recherche multi disciplinaire avec prédominance des sciences sociales,,,1,1,1,3
1117,73.2Z,Recherche-développement en sciences humaines et sociales,72.20Zp,Recherche-développement en sciences humaines et sociales,,,,1,0,2,1
1102,74.1A,Activités juridiques,69.10Z,Activités juridiques,,,,0,0,1,1
1103,74.1C,Activités comptables,69.20Z,Activités comptables,,,,0,0,1,1
1122,74.1E,Études de marché et sondages,73.20Z,Études de marché et sondages,,,,0,0,1,1
58,74.1Gp,Conseils pour les affaires et la gestion,02.40Zp,Services de soutien à l'exploitation forestière,CA : services de conseils en gestion de forêts (CPA 02 : 74.14.17p),,,1,1,2,1
1105,74.1Gp,Conseil pour les affaires et la gestion,70.21Z,Conseil en relations publiques et communication,"CC : conseil en relations publiques et communication (CPA 02 : 74.14.16)
NC : autres conseils pour les affaires et la gestion (CPA  02 74.14 autres que 74.14.16)",,,0,1,1,2
1107,74.1Gp,Conseil pour les affaires et la gestion,70.22Zp,Conseil pour les affaires et autres conseils de gestion,"CC : conseil pour les affaires et la gestion
NC : - services de conseils en gestion de forêts (CPA 02 : 74.14.17p)
- conseil en relations publiques et communication (CPA 02 : 74.14.16)
- conseil en formation (CPA 02 : 74.14.14p ou CPA 08 : 85.60.10p)
- conseil en agronomie (CPA 02 : 74.14.15p)",,,1,1,2,3
1130,74.1Gp,Conseil pour les affaires et la gestion,74.90Bp,"Activités spécialisées, scientifiques et techniques diverses",CA : conseil en agronomie (CPA 74.14.15p),,,1,1,2,4
1215,74.1Gp,Conseil pour les affaires et la gestion,85.60Z,Activités de soutien à l'enseignement,CA : conseil en formation (CPA 02 : 74.14.14p),,,0,1,1,5
1072,74.1Jp,Administration d'entreprises,64.20Zp,Activités des sociétés holding,"CC :  activités des holdings n'assurant qu'une gestion financière des sociétés qu'elles détiennent  (CPA 02 : 74.15.10p)
NC : activités d'entités assurant une gestion active d'autres unités de la même  entreprise ou du même groupe  (CPA 02 : 74.15.10p)
",,,1,1,2,1
1104,74.1Jp,Administration d'entreprises,70.10Z,Activités des sièges sociaux,"CC : - activités des sièges sociaux CPA 02 : 74.15.10p)
- activités d'entités assurant une gestion active d'autres unités de la même entreprise ou du même groupe (CPA 02 : 74.15.10p)
NC : - activités des holdings financiers ( CPA 02 : 65.23.10p)
-activités des holdings n'assurant qu'une gestion financière des sociétés qu'elles détiennent  (CPA 02 : 74.15.10p)",,,0,1,1,2
1108,74.2Ap,Activités d'architecture ,71.11Z,Activités d'architecture ,"CC : activités d'architecture
NC : assistance à maîtrise d'ouvrage de construction (CPA 02 : 74.20.60p)",,,0,1,1,1
1110,74.2Ap,Activités d'architecture ,71.12Bp,"Ingénierie, études techniques",CA : assistance à maîtrise d'ouvrage de construction (CPA 02 : 74.20.60p),,,1,1,1,2
1109,74.2Bp,"Métreurs, géomètres",71.12A,Activité des géomètres,"CC : activité des géomètres
NC : activité des économistes de la construction (ex métreurs) (CPA 02 : 74.20.60p)",,,0,1,1,1
1128,74.2Bp,"Métreurs, géomètres",74.90A,Activité des économistes de la construction,"CC : activité des économistes de la construction (ex métreurs) (CPA 02 : 74.20.60p)
NC : activité des géomètres",,,0,1,1,2
1111,74.2Cp,"Ingénierie, études techniques",71.12Bp,"Ingénierie, études techniques","CC : ingénierie, études techniques
NC : activités de prévisions météorologiques (CPA 02 : 74.20.74p, CPA 08 : 74.90.14)",,,1,1,2,1
1131,74.2Cp,"Ingénierie, études techniques",74.90Bp,"Activités spécialisées, scientifiques et techniques diverses","CA : activités de prévisions météorologiques (CPA 02 : 74.20.74p, CPA 08 : 74.90.14)",,,1,1,3,2
1112,74.3A,Contrôle technique automobile,71.20A,Contrôle technique automobile,,,,0,0,1,1
1113,74.3B,"Analyses, essais et inspections techniques",71.20B,"Analyses, essais et inspections techniques",,,,0,0,1,1
1118,74.4Ap,Gestion de supports de publicité,73.11Zp,Activités des agences de publicité,"CA : pose d'affiches, publicité aérienne, distribution de prospectus et d'échantillons publicitaires (CPA 02 : 74.40.13p)
",,,1,1,1,1
1120,74.4Ap,Gestion de supports de publicité,73.12Zp,Régie publicitaire de médias,"CC :   vente d'espace publicitaire pour le compte de tiers (CPA 02 : 74.40.11, 74.40.20p)
NC : pose d'affiches, publicité aérienne, distribution de prospectus et d'échantillons publicitaires (CPA 02 : 74.40.13p)

",,,1,1,1,2
1119,74.4Bp,"Agences, conseil en publicité",73.11Zp,Activités des agences de publicité,"CC : activité des agences (CPA 02 : 74.40.12, 74.40.13p)
NC:  centrales d'achat d'espace  (CPA 02 : 74.40.13p)
",,,1,1,2,1
1121,74.4Bp,"Agences, conseil en publicité",73.12Zp,Régie publicitaire de médias,"CC : centrales d'achat  d'espace  (CPA 02 : 74.40.13p)


",,,1,1,2,2
1150,74.5Ap,Sélection et mise à disposition de personnel,78.10Zp,Activités des agences de placement de main-d'œuvre ,"CC : - sélection de personnel (CPA 02 : 74.50.11, 74.50.12)
NC : - mise à disposition de personnel de longue durée (CPA 02 : 74.50.2)
- agences de casting (CPA 02 : 92.72.12p)",,,1,1,1,1
1153,74.5Ap,Sélection et mise à disposition de personnel,78.30Z,Autre mise à disposition de ressources humaines,"CC : - mise à disposition de personnel  de longue durée (CPA 02 : 74.50.2p)
NC : - travail temporaire (CPA 02 : 74.50.2p)
 - sélection de personnel (CPA 02 : 74.50.11, 74.50.12)",,,0,1,1,2
1152,74.5B,Travail temporaire,78.20Z,Activités des agences de travail temporaire ,CC : travail temporaire (CPA 02 : 74.50.2p),,,0,0,1,1
1132,74.6Zp,Enquêtes et sécurité,74.90Bp,"Activités spécialisées, scientifiques et techniques diverses",CA :conseil en sécurité ( CPA 02 : 74.60.12),,,1,1,4,1
1161,74.6Zp,Enquêtes et sécurité,80.10Z,Activités de sécurité privée ,"CC : - transport de fonds (CPA 02 : 74.60.14)
- gardiennage et protection (CPA 02 : 74.60.15)
- autres services de sécurité (CPA : 74.60.16)
",,,0,1,1,2
1163,74.6Zp,Enquêtes et sécurité,80.20Zp,Activités liées aux systèmes de sécurité ,CC : systèmes de surveillance (CPA 02 : 74.60.13),,,1,1,2,3
1164,74.6Zp,Enquêtes et sécurité,80.30Z,Activités d'enquête,CC : activités d'enquêtes (CPA 02 : 74.60.11),,,0,1,1,4
1168,74.7Zp,Activités de nettoyage,81.21Z,Nettoyage courant des bâtiments,CC : nettoyage courant des bâtiments (CPA 02 : 74.70.13),,,0,1,1,1
1169,74.7Zp,Activités de nettoyage,81.22Z,Autres activités de nettoyage des bâtiments et nettoyage industriel,"CC : nettoyage spécialisé :
- vitres (74.70.12)
- milieu industriel et locaux sensibles (CPA 02 : 74.70.14)
- ramonage (CPA 02 : 74.70.15)",,,0,1,1,2
1170,74.7Zp,Activités de nettoyage,81.29A,"Désinfection, désinsectisation, dératisation","CC : désinfection, désinsectisation, dératisation (CPA 02 : 74.70.11)",,,0,1,1,3
1171,74.7Zp,Activités de nettoyage,81.29Bp,Autres activités de nettoyage n.c.a.,CC : autres nettoyages (CPA02 ; 74.70.16),,,1,1,1,4
1124,74.8A,Studios et autres activités photographiques,74.20Zp,Activités photographiques,"CC : studios et autres activités photographiques
",,,1,0,1,1
1125,74.8B,Laboratoires techniques de développement et de tirage,74.20Zp,Activités photographiques,CC : laboratoires techniques de développement et de tirage,,,1,0,2,1
1181,74.8D,Conditionnement à façon,82.92Z,Activités de conditionnement,,,,0,0,1,1
1127,74.8Fp,Secrétariat et traduction,74.30Z,Traduction et interprétation,"CC :  traduction et interprétation (CPA 02 : 74.85.13 et 74.85.14)
NC : activités de secrétariat (CPA 02 : 74.85.11, 74.85.15, 74.85.20)",,,0,1,1,1
1174,74.8Fp,Secrétariat et traduction,82.11Z,Services administratifs combinés de bureau,"CC : services administratifs combinés de bureau (fonctions multiples ne relevant pas de la classe 82.19) : accueil,  programmation financière, facturation, gestion de dossiers, archivage, expédition de documents, etc. (CPA 02 : 74.85.15p et autres)",,,0,1,1,2
1176,74.8Fp,Secrétariat et traduction,82.19Zp,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau","CC : - services de duplication (CPA 02 : 74.85.12)
- secrétariat à façon (CPA 02 : 74.85.15p)
- expédition de documents (CPA 02 : 74.85.20)",,,1,1,2,3
1182,74.8Fp,Secrétariat et traduction,82.99Zp,Autres activités de soutien aux entreprises n.c.a.,"CA : services de réponse téléphonique (CPA 02 : 74.85.11)

",,,1,1,1,4
1177,74.8G,Routage,82.19Zp,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau","CC : - services de duplication (CPA 02 : 74.85.12)
- secrétariat à façon (CPA 02 : 74.85.15p)
- expédition de documents (CPA 02 : 74.85.20)",,,1,0,3,1
1178,74.8H,Centres d'appel,82.20Z,Activités de centres d'appels,,,,0,0,1,1
1179,74.8J,Organisation de foires et salons,82.30Z,"Organisation de foires, salons professionnels et congrès",,,,0,0,1,1
930,74.8Kp,Services annexes à la production,47.79Zp,Commerce de détail de biens d'occasion en magasin,"CA : activité des maisons de vente aux enchères, hors Internet  (CPA 02 : 74.87.17p)
** Eurostat classe  les ventes aux enchères en  NACE 1.1 52.63 mais elles étaient en 74.8K en NAF 1**",,,1,1,2,1
935,74.8Kp,Services annexes à la production,47.91Ap,Vente à distance sur catalogue général,"CA : activité des maisons de vente aux enchères sur Internet  (CPA 02 : 74.87.17p)
** Eurostat classe les ventes aux enchères sur Internet en NACE 1.1  52.63 mais elles étaient en 74.8K en NAF 1**",,,1,1,2,2
937,74.8Kp,Services annexes à la production,47.91Bp,Vente à distance sur catalogue spécialisé,"CA : activité des maisons de vente aux enchères sur Internet  (CPA 02 : 74.87.17p)
** Eurostat classe les  ventes aux enchères sur Internet en  NACE 1.1  52.63 mais elles étaient en 74.8K en NAF 1**",,,1,1,2,3
1065,74.8Kp,Services annexes à la production,63.99Z,Autres services d'information n.c.a.,"CA : autres services d'information  n.c.a. (revues de presse, dossiers d'information, recherche d'information pour compte de tiers, information par téléphone,  etc.)",,,0,1,1,4
1123,74.8Kp,Services annexes à la production,74.10Z,Activités spécialisées de design,CC : conception de modèles (CPA 02 : 74.87.13),,,0,1,1,5
1133,74.8Kp,Services annexes à la production,74.90Bp,"Activités spécialisées, scientifiques et techniques diverses","CC : services divers aux entreprises (CPA 02 : 74.87.14, 74.87.16, 74.87.17p)
CA : gestion des droits d'auteurs (sauf films, productions audiovisuelles, œuvres artistiques, littéraires et musicales), gestion des droits de propriété industrielle (CPA 02 : 74.87.17p) 
NC : - information financière sur la clientèle (CPA 02 : 74.87.11)
- recouvrement de facture (CPA 02 : 74.87.12)
- gestion des droits d'auteurs (œuvres artistiques, littéraires et musicales) (CPA 02 : 74.87.17p) ** ce poste est aussi mentionné en en NAF 1 92.3A mais pas dans les NACE  1.1 et CPA 02  92.31 ** 

",,,1,1,5,6
